,Orden original,Comisión,Congresistas,Cargo,Bancada,Sesión,Fecha,Asistencia,Licencia,Inas. Just.,Inas. Inj.,
17,13311,INC. SOCIAL,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,Perú Libre,PRIMERA S.O,23.08.2021,1,,,,Asistencia Inclusión Social 1a. Ord 23.08.2021.xlsx
33,15042,INC. SOCIAL,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Accesitaria,Perú Libre,,,,,,,Asistencia Inclusión Social 14ta. S.O_.xlsx
33,15859,INC. SOCIAL,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Accesitaria,Perú Libre,,,,,,,Asistencia Inclusión Social 28.09 -2021.xlsx
33,16535,INC. SOCIAL,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Accesitaria,Perú Libre,,,,,,,Asistencia Inclusión Social 14.09 -2021.xlsx
33,16815,INC. SOCIAL,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Accesitaria,Perú Libre,,,,,,,Asistencia Inclusión Social 12da. S.O_.xlsx
53,603,VIVIENDA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Accesitaria,Perú Libre,,,,,,,Sesión 19 (6-06).xlsx
53,992,VIVIENDA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Accesitaria,Perú Libre,,,,,,,Sesión 20 (27-06).xlsx
53,2332,VIVIENDA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Accesitaria,Perú Libre,,,,,,,Sesión 21 (4-07).xlsx
53,2461,VIVIENDA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Accesitaria,Perú Libre,,,,,,,Sesión 14 (7-3).xlsx
53,3571,VIVIENDA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Accesitario,Perú Libre,,,,,,,Sesión 04 (27-9).xlsx
53,3750,VIVIENDA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Accesitario,Perú Libre,,,,,,,Sesión 03 (13-9).xlsx
53,3888,VIVIENDA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Accesitaria,Perú Libre,,,,,,,Sesión 18 (23-05).xlsx
53,3930,VIVIENDA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Accesitaria,Perú Libre,,,,,,,Sesión 16 (25-4).xlsx
53,4748,VIVIENDA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Accesitaria,Perú Libre,,,,,,,Sesión 15 (11-4).xlsx
53,5511,VIVIENDA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Accesitario,Perú Libre,,,,,,,Sesión 05 (04-10).xlsx
53,5668,VIVIENDA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Accesitaria,Perú Libre,,,,,,,Sesión 10 (20-12).xlsx
53,5973,VIVIENDA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Accesitaria,Perú Libre,,,,,,,Sesión 17 (9-05).xlsx
53,6115,VIVIENDA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Accesitaria,Perú Libre,,,,,,,Sesión 07 (15-11).xlsx
53,6588,VIVIENDA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Accesitaria,Perú Libre,,,,,,,Sesión 13 (7-2).xlsx
53,9302,VIVIENDA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Accesitaria,Perú Libre,,,,,,,Sesión 22 (11-07).xlsx
53,10291,VIVIENDA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Accesitario,Perú Libre,,,,,,,Sesión 02 (6-9).xlsx
20,10644,VIVIENDA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,Perú Libre,,,1,,,,Sesión 01 (23-8).xlsx
53,11370,VIVIENDA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Accesitaria,Perú Libre,,,,,,,Sesión 09 (13-12).xlsx
53,11871,VIVIENDA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Accesitaria,Perú Libre,,,,,,,Sesión 11 (10-1).xlsx
53,12296,VIVIENDA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Accesitaria,Perú Libre,,,,,,,Sesión Extraordinaria 1ra. (15-02-22).xlsx
53,12437,VIVIENDA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Accesitaria,Perú Libre,,,,,,,Sesión 12 (17-1).xlsx
53,14012,VIVIENDA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Accesitaria,Perú Libre,,,,,,,Sesión 06 (18-10).xlsx
53,16111,VIVIENDA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Accesitaria,Perú Libre,,,,,,,Sesión 08 (22-12).xlsx
15,2,Ética Parlamentaria,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Vicepresidenta,Perú Libre,4TA SO,22.11.2021,,1,,,Asistencia 4TA ORDINARIA ÉTICA PARLAMENTARIA 22.11.2021.xlsx
17,400,MUJER Y FAMILIA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,Perú Libre,8va. Ord.,6,1,,,,Asistencia CMF 8va. SO 06.12.21.xlsx
19,1000,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,V Extraordin,2021-12-17 00:00:00,X,,,,V Sesión Extraordin 17 Diciembre 2021.xlsx
15,1101,Ética Parlamentaria,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Vicepresidenta,Perú Libre,18VA,27.06.2022,1,,,,Asistencia 18VA ÉTICA PARLAMENTARIA 27.06.2022.xlsx
19,1208,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,XIII Extraordin,2022-06-03 00:00:00,X,,,,XIII Sesión Extraord 3 junio 2022.xlsx
15,1863,Ética Parlamentaria,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Vicepresidenta,Perú Libre,11MA SO,07.03.2022,1,,,,Asistencia 11MA ORDINARIA ÉTICA PARLAMENTARIA 07.03.2022.xlsx
15,2181,Ética Parlamentaria,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Vicepresidenta,Perú Libre,12VA SO,11.04.2022,,1,,,Asistencia 12VA ORDINARA ÉTICA PARLAMENTARIA 11.04.2022.xlsx
18,2238,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,2da Extraord,2021-10-29 00:00:00,X,,,,II Sesión ExtraOrd 29-10-21.xlsx
19,2268,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,XV Ordina,2022-03-29 00:00:00,X,,,,XV Ordinaria 29 marzo 2022.xlsx
19,2597,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,3ra Descentral,2022-06-10 00:00:00,X,,,,III Sesión Descentralizada 10 junio 2022.xlsx
15,2845,Ética Parlamentaria,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Vicepresidenta,Perú Libre,3era SE,27.11.2021,1,,,,Asistencia 3RA EXTRAORDINARIA ÉTICA PARLAMENTARIA 27.11.2021.xlsx
19,3219,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,XIV Ordin,2022-03-01 00:00:00,X,,,,XIV Ordinar 1 marzo 2022.xlsx
19,3326,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,2da Ordin,2021-08-31 00:00:00,X,,,,2da Sesión Ord 31-08-21.xlsx
19,3432,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,4Ta Descentral,2022-07-04 00:00:00,X,,,,IV Sesión Descentralizada 4 julio 2022.xlsx
17,3785,MUJER Y FAMILIA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,Perú Libre,3ra. Ext.,11,1,,,,Asistencia CMF III SEXT. 11.01.22.xlsx
17,3936,MUJER Y FAMILIA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,Perú Libre,1ra. Desc.,15,1,,,,Asistencia I SES.DESC. Iquitos 15.11.21.xlsx
17,4188,MUJER Y FAMILIA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,Perú Libre,1ra. Conj.,15,1,,,,Asistencia I SES.DESC. Iquitos 15.11.21 (1).xlsx
19,4257,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,XIII Ordin,2022-02-15 00:00:00,X,,,,XIII Ordinar 15 febrero 2022.xlsx
19,4591,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,II Descentraliz,2022-04-05 00:00:00,,X,,,II Sesión Descentralizada 5 abril 2022.xlsx
15,4878,Ética Parlamentaria,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Vicepresidenta,Perú Libre,4TA SE,09.12.2021,1,,,,Asistencia 4TA EXTRAORDINARIA ÉTICA PARLAMENTARIA 09.12.2021.xlsx
19,5121,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,IX Ordin,2022-01-04 00:00:00,X,,,,IX Ordinaria 4 enero 2022.xlsx
19,5447,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,X Extraordin,2022-03-18 00:00:00,X,,,,X Extraordin 18 marzo 2022.xlsx
19,5748,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,VIII Extraordin,2022-02-03 00:00:00,X,,,,VIII Extraordina 3 febrero 2022.xlsx
19,5848,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,XVIII Ordin,2022-06-28 00:00:00,X,,,,XVIII Sesión Ordinaria 28 junio 2022.xlsx
15,6154,Ética Parlamentaria,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Vicepresidenta,Perú Libre,8VA SO,17.01.2022,1,,,,Asistencia 8VA ORDINARIA ÉTICA PARLAMENTARIA 17.01.2022.xlsx
19,6262,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,4ta Ordin,2021-09-14 00:00:00,X,,,,4ta Sesión Ord 14-09-21.xlsx
15,6318,Ética Parlamentaria,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Vicepresidenta,Perú Libre,2da. S.E.,03.11.2021,1,,,,Asistencia 2DA EXTRAORDINARIA ÉTICA PARLAMENTARIA 03.11.2021.xlsx
15,6479,Ética Parlamentaria,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Vicepresidenta,Perú Libre,17VA,06.06.2022,1,,,,Asistencia 17VA ORDINARIA ÉTICA PARLAMENTARIA 06.06.2022.xlsx
19,6500,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,1ra Descentral,2021-11-16 00:00:00,X,,,,I Sesión Descentralizada 16-11-21.xlsx
15,7513,Ética Parlamentaria,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Vicepresidenta,Perú Libre,16VA SO,30.05.2022,1,,,,Asistencia 16VA ORDINARIA ÉTICA PARLAMENTARIA 30.05.2022.xlsx
19,7941,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,VIII Ordin,2021-12-14 00:00:00,X,,,,VIII Ordinaria 14 diciembre 2021.xlsx
19,8108,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,3ra extraor,2021-11-26 00:00:00,X,,,,III Sesión Extraordinaria 26 noviembre.xlsx
19,8367,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,XII Extraordin,2022-05-13 00:00:00,X,,,,XII Sesión Extraord 13 MAYO 2022.xlsx
19,8521,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,4ta Extraor,2021-12-10 00:00:00,X,,,,IV Sesión Extraordinaria 10 diciembre.xlsx
19,8617,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,X Ordin,2022-01-11 00:00:00,X,,,,X Ordinar 11 enero 2022.xlsx
15,8643,Ética Parlamentaria,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Vicepresidenta,Perú Libre,9NA SO,07.02.2022,1,,,,Asistencia 9NA ORDINARIA ÉTICA PARLAMENTARIA 07.02.2022.xlsx
15,8849,Ética Parlamentaria,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Vicepresidenta,Perú Libre,13VA SO,25.04.2022,,1,,,Asistencia 13VA ORDINARIA ÉTICA PARLAMENTARIA 25.04.2022.xlsx
19,8979,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,IX Extraordin,2022-03-11 00:00:00,X,,,,IX Sesión Extraordin 11 marzo 2022.xlsx
19,9185,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,XII Ordin,2022-02-08 00:00:00,X,,,,XII Ordinar 8 febrero 2022.xlsx
17,10125,MUJER Y FAMILIA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,Perú Libre,6ta. Ord.,8,1,,,,Asistencia CMF 6ta. SO 08.11.21.xlsx
19,10299,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,1ra ORD,,X,,,,1ra Sesión Ord 24-08-21.xlsx
19,10472,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,1ra Extraord,2021-10-22 00:00:00,,X,,,I Sesión ExtraOrd 22-10-21.xlsx
15,10585,Ética Parlamentaria,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Vicepresidenta,Perú Libre,1ra. S. O.,27.09.2021,1,,,,Asistencia 1RA ORDINARIA ÉTICA PARLAMENTARIA 27.09.2021.xlsx
19,10606,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,3ra Ordin,2021-09-07 00:00:00,X,,,,3ra Sesión Ord 07-09-21.xlsx
19,10809,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,Instalación,,X,,,,Sesión de instalación.xlsx
15,10831,Ética Parlamentaria,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Vicepresidenta,Perú Libre,1ra. S. Ext,17.09.2021,1,,,,Asistencia 1RA EXTRAORDINARIA ÉTICA PARLAMENTARIA 17.09.2021.xlsx
19,10929,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,XIV Extraordin,2022-06-17 00:00:00,X,,,,XIV Extraordin 17 junio 2022.xlsx
15,11112,Ética Parlamentaria,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Vicepresidenta,Perú Libre,3era SO,08.11.2021,1,,,,Asistencia 3ERA ORDINARIA ÉTICA PARLAMENTARIA 08.11.2021.xlsx
17,11259,MUJER Y FAMILIA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,Perú Libre,,,,,,1,Asistencia CMF 12va. SO 28.02.22.xlsx
15,11315,Ética Parlamentaria,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Vicepresidenta,Perú Libre,10MA SO,14.02.2022,1,,,,Asistencia 10MA ORDINARIA ÉTICA PARLAMENTARIA 14.02.2022.xlsx
19,11475,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,XVI Ordin,2022-04-26 00:00:00,,X,,,XVI Sesión Ordinaria 26 abril 2022.xlsx
15,11657,Ética Parlamentaria,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Vicepresidenta,Perú Libre,19NA,11.07.2022,1,,,,Asistencia 19NA ORDINARIA ÉTICA PARLAMENTARIA 11.07.2022.xlsx
19,12026,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,XI Ordin,2022-01-18 00:00:00,X,,,,XI Ordinar 18 enero 2022.xlsx
15,12176,Ética Parlamentaria,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Vicepresidenta,Perú Libre,6TA SO,13.12.2021,1,,,,Asistencia 6TA ORDINARIA ÉTICA PARLAMENTARIA 13.12.2021.xlsx
19,12500,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,XVII Ordin,2022-05-24 00:00:00,X,,,,XVII Sesión Ordinaria 24 mayo 2022.xlsx
15,12626,Ética Parlamentaria,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Vicepresidenta,Perú Libre,7MA SO,10.01.2022,1,,,,Asistencia 7MA ORDINARIA ÉTICA PARLAMENTARIA 10.01.2022.xlsx
17,12645,MUJER Y FAMILIA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,Perú Libre,,,,1,,,Asistencia CMF 7ma. SO 22.11.21.xlsx
15,13203,Ética Parlamentaria,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Vicepresidenta,Perú Libre,14VA SO,09.05.2022,1,,,,Asistencia 14VA ORDINARIA ÉTICA PARLAMENTARIA 09.05.2022.xlsx
17,13578,MUJER Y FAMILIA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,Perú Libre,,,,,1,,Asistencia CMF 10ma. SO 10.01.22.xlsx
19,13834,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,VI Extraordin,2022-01-07 00:00:00,X,,,,VI Extraordin 7 enero 2022.xlsx
19,14130,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,VII Extraordin,2022-01-27 00:00:00,X,,,,VII Extraordin 27 enero 2022.xlsx
15,14348,Ética Parlamentaria,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Vicepresidenta,Perú Libre,5TA SO,06.12.2021,1,,,,Asistencia 5TA ORDINARIA ÉTICA PARLAMENTARIA 06.12.2021.xlsx
17,14398,MUJER Y FAMILIA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,Perú Libre,9na. Ord.,20,1,,,,Asistencia CMF 9na. SO 20.12.21.xlsx
19,14442,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,7ma Ord,2021-11-09 00:00:00,X,,,,7ma Sesión Ord 9-11-21.xlsx
15,14937,Ética Parlamentaria,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Vicepresidenta,Perú Libre,15VA SO,23.05.2022,1,,,,Asistencia 15VA ORDINARIA ÉTICA PARLAMENTARIA 23.05.2022.xlsx
19,15173,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,XI Extraordin,2022-05-03 00:00:00,X,,,,XI Sesión Extraord 3 MAYO 2022.xlsx
19,15203,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,6ta Ord,2021-10-05 00:00:00,,X,,,6ta Sesión Ord 5-10-21.xlsx
15,15612,Ética Parlamentaria,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Vicepresidenta,Perú Libre,2da. S.O.,04.10.2022,1,,,,Asistencia 2DA ORDINARIA ÉTICA PARLAMENTARIA 04.10.2021.xlsx
17,15948,MUJER Y FAMILIA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,Perú Libre,2da. Conj.,13,1,,,,Asistencia CMF II Ses. Conjunta 13.12.21.xlsx
19,16047,TRABAJO,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,PERÚ LIBRE,5ta Ord,2021-09-28 00:00:00,X,,,,5ta Sesión Ord 28-09-21.xlsx
17,16466,MUJER Y FAMILIA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,Perú Libre,2da. Ext.,5,1,,,,Asistencia CMF II SEXTR. 05.11.21.xlsx
17,16493,MUJER Y FAMILIA,AGÜERO GUTIÉRREZ MARÍA ANTONIETA,Titular,Perú Libre,11va. Ord.,17,1,,,,Asistencia CMF 11va. SO 17.01.22.xlsx
32,624,SALUD,AGUINAGA RECUENCO ALEJANDRO AURELIO,Accesitaria,Fuerza Popular,15,1,,,,,ASISTENCIA DÉCIMA QUINTA SESIÓN ORDINARIA MARTES 01 MARZO 2022 CSP.xlsx
14,810,FISCALIZACIÓN,AGUINAGA RECUENCO ALEJANDRO AURELIO,Presidente,Fuerza Popular,SO 009,2021-11-03 00:00:00,1,,,,SO 009 Asistencia.xlsx
14,891,FISCALIZACIÓN,AGUINAGA RECUENCO ALEJANDRO AURELIO,Presidente,Fuerza Popular,SO 007,2021-10-20 00:00:00,1,,,,SO 007 Asistencia.xlsx
32,1923,SALUD,AGUINAGA RECUENCO ALEJANDRO AURELIO,Accesitaria,Fuerza Popular,12,11,,,,,ASISTENCIA DÉCIMA SEGUNDA SESIÓN ORDINARIA MARTES 11 enero 2022 CSP.xlsx
14,2197,FISCALIZACIÓN,AGUINAGA RECUENCO ALEJANDRO AURELIO,Presidente,Fuerza Popular,SO 001,2021-08-25 00:00:00,1,,,,SO 001 Asistencia.xlsx
32,4639,SALUD,AGUINAGA RECUENCO ALEJANDRO AURELIO,Accesitaria,Fuerza Popular,8,9,,,,,ASISTENCIA OCTAVA SESIÓN ORDINARIA MARTES 09 DE NOVIEMBRE 2021 CSP.xlsx
14,5011,FISCALIZACIÓN,AGUINAGA RECUENCO ALEJANDRO AURELIO,Presidente,Fuerza Popular,SO 006,2021-10-06 00:00:00,1,,,,SO 006 Asistencia.xlsx
32,5255,SALUD,AGUINAGA RECUENCO ALEJANDRO AURELIO,Accesitaria,Fuerza Popular,,20,26,,,,ASISTENCIA VI´GESIMA SESIÓN ORD. - PROVINCIA DE CHOTA REGIÓN CAJAMARCA 26-04-20212CSP.xlsx
32,6062,SALUD,AGUINAGA RECUENCO ALEJANDRO AURELIO,Accesitaria,Fuerza Popular,18,5,,,,,ASISTENCIA DÉCIMA OCTAVA SESIÓN ORDINARIA MARTES 05 ABRIL 2022 CSP.xlsx
14,6406,FISCALIZACIÓN,AGUINAGA RECUENCO ALEJANDRO AURELIO,Presidente,Fuerza Popular,SO 002,2021-09-01 00:00:00,1,,,,SO 002 Asistencia.xlsx
31,6739,SALUD,AGUINAGA RECUENCO ALEJANDRO AURELIO,Accesitaria,Fuerza Popular,5,28,,,,,ASISTENCIA QUINTA SESIÓN ORDINARIA MARTES 28 DE SEPTIEMBRE 2021 CSP.xlsx
14,6884,FISCALIZACIÓN,AGUINAGA RECUENCO ALEJANDRO AURELIO,Presidente,Fuerza Popular,SO 011,2021-11-17 00:00:00,1,,,,SO 011 Asistencia.xlsx
14,7726,FISCALIZACIÓN,AGUINAGA RECUENCO ALEJANDRO AURELIO,Presidente,Fuerza Popular,SO 005,2021-09-29 00:00:00,1,,,,SO 005 Asistencia.xlsx
32,7985,SALUD,AGUINAGA RECUENCO ALEJANDRO AURELIO,Accesitaria,Fuerza Popular,22,10,,,,,ASISTENCIA VIGÉSIMA SEGUNDA SESIÓN ORDINARIA MARTES 10 MAYO 2022 CSP.xlsx
32,8307,SALUD,AGUINAGA RECUENCO ALEJANDRO AURELIO,Accesitaria,Fuerza Popular,16,15,,,,,ASISTENCIA DÉCIMA SEXTA SESIÓN ORDINARIA 15-03-2022.xlsx
32,8598,SALUD,AGUINAGA RECUENCO ALEJANDRO AURELIO,Accesitaria,Fuerza Popular,24,31,,,,,ASISTENCIA VIGÉSIMA CUARTA SESIÓN ORDINARIA MARTES 31 MAYO 2022 CSP.xlsx
32,9040,SALUD,AGUINAGA RECUENCO ALEJANDRO AURELIO,Accesitaria,Fuerza Popular,21,3,,,,,ASISTENCIA VIGÉSIMA PRIMERA SESIÓN ORDINARIA MARTES 03 MAYO 2022 CSP.xlsx
32,9655,SALUD,AGUINAGA RECUENCO ALEJANDRO AURELIO,Accesitaria,Fuerza Popular,26,14,,,,,ASISTENCIA VIGÉSIMA SEXTA SESIÓN ORDINARIA MARTES 14 JUNIO 2022 CSP.xlsx
32,9783,SALUD,AGUINAGA RECUENCO ALEJANDRO AURELIO,Accesitaria,Fuerza Popular,,25,7,,,,ASISTENCIA VIGÉSIMA QUINTA SESIÓN ORD. PIURA 07-06-2022 CSP.xlsx
32,10167,SALUD,AGUINAGA RECUENCO ALEJANDRO AURELIO,Accesitaria,Fuerza Popular,6ta sesión,5,,,,,ASISTENCIA SEXTA SESIÓN ORDINARIA MARTES 05 DE OCTUBRE 2021 CSP.xlsx
32,10338,SALUD,AGUINAGA RECUENCO ALEJANDRO AURELIO,Accesitaria,Fuerza Popular,,23,24,,,,ASISTENCIA VI´GESIMA TERCERA SESIÓN ORD. AREQUIPA 24-05-2022 CSP.xlsx
32,10417,SALUD,AGUINAGA RECUENCO ALEJANDRO AURELIO,Accesitaria,Fuerza Popular,11,4,,,,,ASISTENCIA DÉCIMO PRIMERA SESIÓN ORDINARIA MARTES 04 enero 2022 CSP.xlsx
32,10454,SALUD,AGUINAGA RECUENCO ALEJANDRO AURELIO,Accesitaria,Fuerza Popular,1ra extra.,22,,,,,ASISTENCIA PRIMERA SESIÓN EXTRAORDINARIA LUNES 22 DE NOVIEMBRE 2021 CSP.xlsx
32,10570,SALUD,AGUINAGA RECUENCO ALEJANDRO AURELIO,Accesitaria,Fuerza Popular,13 ordi,8,,,,,ASISTENCIA DÉCIMA TERCERA SESIÓN ORDINARIA MARTES 8-2- 2022 CSP.xlsx
32,10757,SALUD,AGUINAGA RECUENCO ALEJANDRO AURELIO,Accesitaria,Fuerza Popular,19,12,,,,,ASISTENCIA DÉCIMA NOVENA SESIÓN ORDINARIA MARTES 12 ABRIL 2022 CSP.xlsx
14,10771,FISCALIZACIÓN,AGUINAGA RECUENCO ALEJANDRO AURELIO,Presidente,Fuerza Popular,Elecc. e Instalac.,2021-08-18 00:00:00,1,,,,SEEIMD ASISTENCIA.xlsx
14,11073,FISCALIZACIÓN,AGUINAGA RECUENCO ALEJANDRO AURELIO,Presidente,Fuerza Popular,SO 003,2021-09-08 00:00:00,1,,,,SO 003 Asistencia.xlsx
32,11301,SALUD,AGUINAGA RECUENCO ALEJANDRO AURELIO,Accesitaria,Fuerza Popular,9,16,,,,,ASISTENCIA NOVENA SESIÓN ORDINARIA MARTES 16 DE NOVIEMBRE 2021 CSP.xlsx
32,11425,SALUD,AGUINAGA RECUENCO ALEJANDRO AURELIO,Accesitaria,Fuerza Popular,1,18,,,,,ASISTENCIA PRIMERA SESIÓN CONJUNTA ORDINARIA MARTES 18 enero 2022 CSP.xlsx
32,11456,SALUD,AGUINAGA RECUENCO ALEJANDRO AURELIO,Accesitaria,Fuerza Popular,17,29,,,,,ASISTENCIA DÉCIMA SÉPTIMA SESIÓN ORDINARIA MARTES 29 MARZO 2022 CSP.xlsx
32,11518,SALUD,AGUINAGA RECUENCO ALEJANDRO AURELIO,Accesitaria,Fuerza Popular,décima,14,,,,,ASISTENCIA DÉCIMA SESIÓN ORDINARIA MARTES 14 DICIEMBRE 2021 CSP.xlsx
32,12362,SALUD,AGUINAGA RECUENCO ALEJANDRO AURELIO,Accesitaria,Fuerza Popular,2da ordi,31,,,,,ASISTENCIA SEGUNDA SESIÓN ORDINARIA MARTES 31 DE AGOSTO 2021 CSP.xlsx
14,12447,FISCALIZACIÓN,AGUINAGA RECUENCO ALEJANDRO AURELIO,Presidente,Fuerza Popular,SO 008,2021-10-27 00:00:00,1,,,,SO 008 Asistencia.xlsx
